source,target
《跨海巨轮之心》,『海を越える巨船の心』
布满黏液的纸片,粘液まみれの紙切れ
「暮光秘语」钻石鉴定书,「黄昏の秘密」ダイヤ鑑定書
《悲报：我被协会开除后丢在海中央，但发现了远古宝藏》,『悲報：ギルドから追放されて海の真ん中に捨てられたけど、古代の宝を発見しました』
《打不过食人魔怎么办？》,『オーガに勝てないときはどうするか？』
《螃蟹幻想曲》,『カニファンタジー』
《阿斯特里斯的建成》,『アステルリーズの建設』
《独立战争编年史·卷二》,『アステルリーズ独立戦争年代記・第2巻』
《前首席工匠，在地下室修锅炉》,『元トップ職人、地下室でボイラー修理中』
《商会大小姐的订婚宴，竟与我有关？！》,『商会令嬢の婚約パーティーに自分が関係していた！？』
星降之夜的诗集·其一,星降る夜の詩集・その1
虾虾日报·特别篇,デイリーシュリンプ・特別版
奥尔维拉的感谢信,オルヴェラからの感謝状
对市民的呼吁,市民への呼びかけ
《白鸥集·卷三》,『白鴎集 3巻』
《与小猫聊天的诀窍·卷一》,『子猫とおしゃべりするコツ』1巻
《隐蔽街道调查》,『隠された街路の調査』
《海盗覆灭记》,『海賊滅亡記』
《夜的国度》,『夜の国』
《能源组：另一种角度》,『エネルギーグループ：別のアングルから』
《螃蟹，丑陋的海虫·卷一》,『カニ、醜い海の虫』1巻
《路灯下的罪恶与救赎》演出海报,『街灯の下の罪と救済』公演ポスター
《欢笑！畅饮！彻夜狂欢！》演出海报,『笑え！飲め！夜通し騒げ！』公演ポスター
《班哈尔特贵族》演出海报,『バーンハルトの貴族』公演ポスター
《克莱斯勒之夜》演出海报,『クライスラーの夜』公演ポスター
《珐琅眼睛的木偶》演出海报,『エナメルの瞳の人形』公演ポスター
非常超级震撼人心的大思考，第八十九条,超絶びっくり仰天大思考・第89条
非常超级震撼人心的大思考，第九十条,超絶びっくり仰天大思考・第90条
“诊断书”,「診断書」
非常超级震撼人心的大思考，第九十三条,超絶びっくり仰天大思考・第93条
非常超级震撼人心的大思考，第九十四条,超絶びっくり仰天大思考・第94条
《震惊！来自地下的诡异声响！》,『驚愕！地下からの奇妙な物音！』
《有灼烧痕迹的欠条》,『焼けた痕跡のある借用書』
《辉耀石爱好者指南——制式武器篇》,『輝光石愛好家ガイド──制式武器編』
《全能格斗药(叁)型》,『万能格闘薬（参）型』
《阿斯特里斯暴富计划》,『アステルリーズ一攫千金計画』
《糖纸纪实》,『キャンディーペーパー実録』
有人遗落的防水地图,誰かが落とした防水マップ
《勒洛姆的终极尊严套餐——故去比活着更体面》,『ルロームの究極の尊厳セット──生きるより死ぬ方がマシ』
《味觉革命：探秘下水道美食》,『味覚革命：下水道グルメの謎を探る』
《锈钉入骨，不亡不休！》,『錆びた釘が骨に刺されば、死ぬまで抜けない！』
污水沾满的信件,汚水まみれの手紙
《钢铁牢笼竞技场决斗》,『鉄格子の闘技場決闘』
韦博能源网操作记录,ウェイバーエネルギー網操作記録
《倒霉的海盗》,『不運な海賊』
《探测器物语》,『探知機物語』
《铁面人袭击事件·卷一》,『鉄仮面襲撃事件』1巻
《螃蟹，丑陋的海虫·卷二》,『カニ、醜い海の虫』2巻
非常超级震撼人心的大思考，第九十五条,超絶びっくり仰天大思考・第95条
《海底空洞形成猜想·上篇》,『海底空洞形成の仮説 上』
《海底空洞形成猜想·下篇》,『海底空洞形成の仮説 下』
《班哈尔特使者失踪疑云》,『バーンハルト使者失踪の謎』
《铁面人袭击事件·卷二》,『鉄仮面襲撃事件』2巻
非常超级震撼人心的大思考，第一百零一十五条,超絶びっくり仰天大思考・第115条
《失踪三十年，鞋匠家族子嗣终归乡》,『失踪すること30年、靴職人一族の跡継ぎついに帰郷』
《与小猫聊天的诀窍·卷二》,『子猫とおしゃべりするコツ』2巻
《阿斯特里斯，自由之邦》,『アステルリーズ、自由な都市』
《与小猫聊天的诀窍·卷三》,『子猫とおしゃべりするコツ』3巻
~珍妮神秘力量~,~ジェニー神秘の力~
《铁面人袭击事件·卷三》,『鉄仮面襲撃事件』3巻
《半小时舞池征服术——女士篇》,『30分でダンスフロアを制する方法──女性編』
《半小时舞池征服术——男士篇》,『30分でダンスフロアを制する方法──男性編』
觉醒吧！钳士！,目覚めよ！ペンチ！
偷偷藏起来的作业,こっそり隠した宿題
《班哈尔特人的去留》,『バーンハルト人の去就』
《螃蟹，丑陋的海虫·卷三》,『カニ、醜い海の虫』3巻
《护盾生成装置构造》,『シールド発生装置の構造』
《遗产工匠篇》,『遺産職人編』
《工匠们的开放日》,『職人たちのオープンデー』
《筑艺工匠篇》,『建築職人編』
《引擎工匠篇》,『エンジン職人編』
《锻造工匠篇》,『鍛造職人編』
《工匠等级篇》,『職人レベル編』
工匠协会实验模型申请表,職人ギルド実験模型申請書
《布法利亚遗产从哪里来？》,『バファリア遺産はどこから来たのか？』
《龙光核的另一种价值》,『竜光のコアのもう1つの価値』
《隐士》,『隠者』
《谈谈幻想》,『イマジンについて語る』
《第七届工匠博览会先导》,『第7回職人博覧会プレビュー』
《科技研究随着发掘而进步》,『技術研究は発掘と共に進歩する』
《别碰！会暴走！》,『触るな！暴走するぞ！』
《能源组篇》,『エネルギーグループ編』
《独立战争编年史·卷三》,『アステルリーズ独立戦争年代記』第3巻
《奥香山沉浸式剧场：127秒的经典》上,『オーシャンヒル体感型シアター：127秒の名作』上
《吝啬鬼》演出海报,『ドケチ』公演ポスター
《弹簧腿杰克》演出海报,『バネ足エリアス』公演ポスター
《韦博能源网隐患：下水道危机》,『ウェイバーエネルギー網の隠れた危険：下水道の危機』
《铁面人袭击事件·卷四》,『鉄仮面襲撃事件』4巻
《雷格纳斯大陆特饮》,『惑星レグナススペシャルドリンク』
阿斯特里斯一日游,アステルリーズ1日観光
《奥香山博物馆新展季》,『オーシャンヒル博物館新展示会シーズン』
《你的压力专属管理方案》,『あなたのためのストレス管理プラン』
《独立战争编年史·卷四》,『アステルリーズ独立戦争年代記』第4巻
希望增设艺术家和下水道遗民代表席位,芸術家と下水道住民の代表議席増設を希望
《商会的隐形内幕》,『商会の見えない裏側』
《奥香山沉浸式剧场：127秒的经典》下,『オーシャンヒル体感型シアター：127秒の名作』下
通缉令：焰瞳博士,指名手配：Dr.フレイムアイ
通缉令：佩内洛普夫人,指名手配：ペネロペ夫人
通缉令：铁肺杰克,指名手配：アイアンラング・エリアス
《遗迹上建立起的文明》,『遺跡の上に築かれた文明』
平原狩猎管理条例暨盗猎危害告示,平原狩猟管理条例および密猟の危険性に関する告知
《致乔恩·丹特莱昂阁下》,『ジョン・ダンデライオン閣下へ』
《韦博家族》,『ウェイバー家』
蒂娜的档案·其一,ティナのファイル・その1
蒂娜的档案·其二,ティナのファイル・その2
开幕式的节目单,開会式のプログラム
海风节限定菜单,海風祭限定メニュー
黯影军团调查实记,暗霧分隊調査記録
游轮活动时刻表,クルーズ船イベントスケジュール
惊喜纸牌游戏规则,サプライズカードゲームのルール
驻防日志残页,駐屯日誌の切れ端
《卡尼曼的流沙岁月》,『カナミアの流砂の歳月』
紧急寻人！树菇长老现身！,緊急尋ね人！キタケ長老現る！
《长老们的思考方式》,『長老たちの考え方』
《部落口传·婆婆树菇训喻》,『部族口伝・ババキタケの教え』
《长生树之秘》,『長生の木の秘密』
骑乘狩猎大赛！,騎乗狩猟大会！
卡尼曼角羊赛,カナミアホーンゴートレース
《火月祭：不祥之兆与深层通灵 · 卷一》,『火月祭：不吉な予兆と深層交霊 1巻』
《火月祭：不祥之兆与深层通灵 · 卷二》,『火月祭：不吉な兆しと深層交霊・第二巻』
《没有货币的部落》,『通貨のない部族』
《四季祭典》,『四季の祭り』
《卡尼曼虾菇物语》,『カナミアシャコ物語』
《满月之象征》,『満月の象徴』
《当月弦遇上猪皮鼓》,『月弦がボアの皮鼓に出会う時』
请把我调回去！,元のポストに戻してください！
给卢卡的信件,ルカへの手紙
《异乡人之歌——卡尼曼手记》,『異邦人の歌──カナミアの手記』
《哈克雷的五千张兽皮》,『ハクレイの5千枚の獣皮』
《谏言书·朔月卷》,『諫言書・朔月の巻』
《谏言书·圣灵卷》,『諫言書・聖霊の巻』
《罪录书·出格者一》,『罪の記録・規律違反者1』
《罪录书·出格者二》,『罪の記録・規律違反者2』
《罪录书·出格者三》,『罪の記録・規律違反者3』
《罪录书·出格者四》,『罪の記録・規律違反者4』
《白狼之谜：卡尼曼祖灵的真实存在考据》,『ホワイトウルフの謎：カナミア祖霊の実在考証』
《卡尼曼图腾文化考略》,『カナミアトーテム文化考』
《卡尼曼七律法则 · 其一》,『カナミア七条の戒・その1』
《卡尼曼七律法则 · 其二》,『カナミア七条の戒・その2』
《卡尼曼七律法则 · 其三》,『カナミア七条の戒・その3』
《卡尼曼七律法则 · 其四》,『カナミア七条の戒・その4』
《卡尼曼七律法则 · 其五》,『カナミア七条の戒・その5』
《卡尼曼七律法则 · 其六》,『カナミア七条の戒・その6』
《卡尼曼七律法则 · 其七》,『カナミア七条の戒・その7』
工匠协会前沿贩售,職人ギルド最新販売状況
禁地之水,禁断の地の水
《卡尼曼白狼考：一种假说 》,『カナミアホワイトウルフ考：1つの仮説』
给老友卢米亚的信件,親しき友ルミアへの手紙
泛黄的兽皮卷,黄ばんだ獣皮の巻物
遗落的兽皮卷,落とし物の獣皮の巻物
奇异的树皮蚀刻,奇妙な樹皮の彫刻
《祭司之路的启明》,『祭司への道の啓示』
《拾荒者们》,『拾い屋たち』
给大神官的信,大神官への手紙
《拾荒者们的“无意义”生存法则》,『拾い屋たちの「無意味な」生存法則』
旋转舵轮亭宣传单,廻る舵輪亭のチラシ
《论和拾荒者做生意的妙处》,『拾い屋と商売する妙味について』
致所有踏入安德拉登陆战遗迹的访客,アンドラ上陸戦跡を訪れるすべての来訪者へ
《异乡的和平草》,『異郷の平和草』
夜间限定矿道,夜間限定鉱道
终极完全圆满的语言艺术 · 一,究極・完全・無欠の言語芸術・1
巴哈马尔的尖碑 · 序,バハマールの尖塔・序
通缉令：锤匠人赫罗尼莫,指名手配：ハンマー職人ヘロニモ
卷一 · 高原灾厄与远古封印,第1巻・高原の災厄と古代の星心結界
景点介绍篇 · 一,名所案内編・1
巴哈马尔的尖碑 · 一,バハマールの石碑・1
景点介绍篇 · 二,名所案内編・2
唱歌的幽灵少女,歌う幽霊の少女
幻祸后遗症干预新思路 · 一,幻花晶災後遺症への新たな介入指針・1
